seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,mismatch
500637,4,6,"[1,2,1,2]","[3,3,3,3,2,3]","[[1],[1,2],[3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.089777000,0.042104000,False
500638,3,7,"[2,2,2]","[1,3,1,1,1,1,2]","[[0,3,4,5],[1,2,3,4,5,6],[0,1,2,4,5,6]]",FEASIBLE,FEASIBLE,null,0.045088000,0.045289000,False
500639,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.013213000,0.021192000,False
500640,4,6,"[2,2,1,2]","[3,2,3,2,1,2]","[[0,3,5],[0,3,4,5],[0],[2,5]]",FEASIBLE,FEASIBLE,null,0.082723000,0.041484000,False
500641,6,6,"[3,1,2,1,2,3]","[3,1,1,1,3,1]","[[0,1,5],[1],[4,5],[0],[0,2,5],[0,2,3,4,5]]",UNSAT,UNSAT,"[0,1]",0.035366000,0.079699000,False
500642,1,5,[2],"[1,3,1,2,1]","[[0,1,2,4]]",FEASIBLE,FEASIBLE,null,0.006282000,0.020560000,False
500643,7,4,"[1,1,2,3,1,2,2]","[2,3,1,1]","[[2,3],[1,2,3],[0,2],[0,2,3],[0,3],[1,2],[0,1]]",UNSAT,UNSAT,"[0,3]",0.040645000,0.075317000,False
500644,1,6,[2],"[1,1,1,3,2,1]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.006802000,0.021973000,False
500645,4,2,"[2,1,2,1]","[3,3]","[[0,1],[0],[0,1],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.036339000,0.044112000,False
500646,5,4,"[1,1,1,1,1]","[2,1,1,2]","[[0,1,2,3],[1,2,3],[0,2,3],[2],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.124331000,0.045708000,False
500647,2,4,"[2,1]","[1,3,2,2]","[[0,1,3],[1,2]]",FEASIBLE,FEASIBLE,null,0.013423000,0.023708000,False
500648,6,6,"[3,2,2,1,2,3]","[3,3,3,1,2,3]","[[0,1,2,3,4],[1,3],[0,1,2,3,4,5],[0,1],[1,2,3],[0,1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.370513000,0.226944000,False
500649,5,3,"[3,1,1,2,1]","[2,3,1]","[[0,1,2],[0,1,2],[0],[1,2],[1]]",UNSAT,UNSAT,"[0,3]",0.025132000,0.056649000,False
500650,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010931000,0.038591000,False
500651,1,6,[1],"[1,1,3,3,2,3]","[[0,5]]",FEASIBLE,FEASIBLE,null,0.006899000,0.016657000,False
500652,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.018376000,0.035172000,False
500653,1,5,[3],"[2,3,3,2,3]","[[0,3,4]]",FEASIBLE,FEASIBLE,null,0.006367000,0.021734000,False
500654,3,4,"[1,3,1]","[3,3,1,3]","[[1,3],[0,1,2,3],[0,1,3]]",FEASIBLE,FEASIBLE,null,0.028366000,0.033075000,False
500655,5,6,"[1,3,3,3,1]","[2,1,2,2,3,3]","[[0,5],[0,1,5],[0,1,4,5],[0,1,2,4,5],[4]]",UNSAT,UNSAT,"[0,1,2,3]",0.142510000,0.074301000,False
500656,5,6,"[1,1,1,2,1]","[2,2,1,2,2,1]","[[1,2,3],[0,1,2,3,4,5],[0,1,2,3,4,5],[0,2,3,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.174720000,0.053884000,False
500657,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.003421000,0.012273000,False
500658,3,7,"[1,1,3]","[2,2,2,2,3,2,1]","[[1],[1,2,3,4,5,6],[3,5,6]]",FEASIBLE,FEASIBLE,null,0.043982000,0.036076000,False
500659,2,5,"[3,2]","[3,3,2,1,2]","[[0,1,2,3,4],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.015272000,0.031151000,False
500660,7,6,"[2,3,2,3,1,3,1]","[3,1,3,3,2,3]","[[0,1,2,3,4,5],[0,1,2,4,5],[2,3],[0,2,3,4],[1,2],[1,2,3,4,5],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.778208000,0.112413000,False
500661,6,5,"[2,1,2,3,1,2]","[2,3,3,2,3]","[[0,1,4],[1],[1,2],[0,2,3,4],[0,1,2,3,4],[0,1]]",FEASIBLE,FEASIBLE,null,0.325324000,0.203464000,False
500662,5,7,"[2,2,3,3,2]","[3,1,2,2,2,3,2]","[[0,5],[0,1,2,4,5,6],[0,1,2,3,4,5],[0,2,3,6],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.233933000,0.083228000,False
500663,6,6,"[2,3,3,1,1,1]","[3,3,2,2,3,1]","[[0,2,4,5],[2,3,5],[0,1,2,3,4,5],[0,1,3,5],[0,2,3,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.438764000,0.102352000,False
500664,6,2,"[2,1,1,1,1,1]","[2,3]","[[0,1],[1],[1],[0],[1],[1]]",UNSAT,UNSAT,"[0,1,2,4]",0.123989000,0.074983000,False
500665,5,2,"[1,1,1,2,1]","[2,3]","[[1],[0,1],[0],[0,1],[0]]",UNSAT,UNSAT,"[2,3,4]",0.063589000,0.073308000,False
500666,2,5,"[2,1]","[1,2,2,1,3]","[[0,1,2,3],[0,1,4]]",FEASIBLE,FEASIBLE,null,0.016216000,0.028656000,False
500667,3,6,"[1,2,3]","[3,2,2,2,2,1]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[1,2,4]]",FEASIBLE,FEASIBLE,null,0.039421000,0.046486000,False
500668,5,4,"[1,1,2,1,1]","[1,3,1,2]","[[1],[0,1,2,3],[0,1,2,3],[2],[0,1]]",FEASIBLE,FEASIBLE,null,0.125348000,0.062583000,False
500669,1,5,[1],"[3,3,2,3,2]",[[2]],FEASIBLE,FEASIBLE,null,0.006154000,0.016072000,False
500670,4,5,"[1,2,1,3]","[1,1,3,2,2]","[[2,4],[0,1],[0,4],[1,3,4]]",UNSAT,UNSAT,"[1,3]",0.040879000,0.052938000,False
500671,4,3,"[1,1,1,1]","[1,2,3]","[[0],[0,1,2],[1,2],[1]]",FEASIBLE,FEASIBLE,null,0.047761000,0.042645000,False
500672,5,6,"[1,3,2,1,1]","[1,1,3,3,3,3]","[[1],[0,2,4,5],[0,2,3,4,5],[2],[0]]",FEASIBLE,FEASIBLE,null,0.178131000,0.076422000,False
500673,1,4,[2],"[2,3,3,1]","[[2,3]]",FEASIBLE,FEASIBLE,null,0.006147000,0.141507000,False
500674,5,3,"[1,1,1,3,1]","[2,1,2]","[[0],[0,1,2],[2],[0,1,2],[0,1]]",UNSAT,UNSAT,"[0,3,4]",0.064879000,0.061634000,False
500675,7,6,"[1,1,3,3,3,2,1]","[1,3,1,1,2,1]","[[0,1,5],[0,5],[0,1,2,4,5],[0,1,2,3,5],[0,1,2,3,4,5],[0,3,4],[0,1,2,3,4,5]]",UNSAT,UNSAT,"[0,2,3,4]",0.430724000,0.116478000,False
500676,1,3,[1],"[1,1,1]",[[0]],FEASIBLE,FEASIBLE,null,0.005111000,0.015342000,False
500677,7,1,"[1,1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.013414000,0.047680000,False
500678,7,7,"[1,1,3,2,1,2,1]","[1,1,1,2,2,2,3]","[[0,1,3,4],[0,1,2,3,4,6],[2,4,5],[0,1,2,3,4,5,6],[0,1,4,5],[0,1,2,3,4,5,6],[0,1,4,5]]",FEASIBLE,FEASIBLE,null,0.904791000,0.118035000,False
500679,1,4,[1],"[3,1,2,1]",[[3]],FEASIBLE,FEASIBLE,null,0.005725000,0.014820000,False
500680,4,4,"[1,2,1,2]","[3,2,1,2]","[[0,1,3],[0,1],[1,2],[2,3]]",FEASIBLE,FEASIBLE,null,0.079910000,0.039006000,False
500681,1,3,[1],"[3,1,2]",[[1]],FEASIBLE,FEASIBLE,null,0.005042000,0.014084000,False
500682,6,6,"[1,1,2,2,2,2]","[1,3,3,2,2,3]","[[0,1,2,3,4,5],[0,4,5],[1,3],[3,5],[3,4],[0,1,3,4,5]]",UNSAT,UNSAT,"[2,3,4]",0.212508000,0.079133000,False
500683,7,4,"[1,3,1,2,1,2,1]","[1,3,1,1]","[[0,1,2],[0,1,2],[3],[1,2,3],[0,1,2,3],[1,2],[3]]",UNSAT,UNSAT,"[1,5]",0.064188000,0.078212000,False
500684,4,4,"[1,1,3,3]","[3,3,1,3]","[[2],[1,2],[1,2,3],[0,1,2,3]]",UNSAT,UNSAT,"[0,2]",0.023975000,0.061633000,False
500685,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.136053000,0.040653000,False
500686,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.012312000,0.043725000,False
500687,3,4,"[2,2,2]","[2,1,3,3]","[[0,1,2],[2,3],[0,1,3]]",FEASIBLE,FEASIBLE,null,0.029475000,0.036939000,False
500688,6,4,"[2,3,1,3,1,2]","[1,3,2,1]","[[0,1,2,3],[0,1,3],[0,2],[0,1,3],[0,1,2,3],[1,2]]",UNSAT,UNSAT,"[1,3]",0.065409000,0.081441000,False
500689,3,2,"[1,2,1]","[1,1]","[[0],[0,1],[1]]",UNSAT,UNSAT,"[0,1]",0.011639000,0.036948000,False
500690,1,3,[1],"[3,1,3]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004987000,0.016385000,False
500691,5,6,"[1,1,1,2,2]","[3,3,1,3,1,3]","[[4,5],[1,2,3],[1],[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.177692000,0.055825000,False
500692,1,3,[1],"[1,2,1]",[[1]],FEASIBLE,FEASIBLE,null,0.004969000,0.014392000,False
500693,3,5,"[2,3,1]","[3,3,2,2,2]","[[1,2,3,4],[0,2,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.035411000,0.044869000,False
500694,7,1,"[1,1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.044509000,0.049748000,False
500695,2,6,"[1,1]","[3,1,3,1,2,3]","[[4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.017996000,0.025217000,False
500696,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.007170000,0.017582000,False
500697,6,6,"[1,1,2,3,2,2]","[1,2,2,3,1,3]","[[0,1,2,4,5],[1,3,4],[0,1,2,3,4,5],[1,2,3],[0,3,4],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.393558000,0.109564000,False
500698,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.007263000,0.023388000,False
500699,7,1,"[1,1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.044659000,0.203118000,False
500700,6,5,"[1,1,2,1,1,2]","[1,1,3,2,3]","[[2],[0,1,2,3,4],[0,1,3],[0,1,4],[0,1,2,4],[1,2,4]]",FEASIBLE,FEASIBLE,null,0.318219000,0.075482000,False
500701,1,3,[1],"[2,1,2]",[[2]],FEASIBLE,FEASIBLE,null,0.005304000,0.014508000,False
500702,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010774000,0.044149000,False
500703,6,4,"[1,3,1,1,1,1]","[1,1,1,1]","[[3],[0,1,2,3],[0,2,3],[0,2],[0,1],[3]]",UNSAT,UNSAT,"[0,5]",0.041118000,0.068597000,False
500704,2,2,"[1,2]","[1,3]","[[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.009296000,0.030695000,False
500705,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.066258000,0.044405000,False
500706,4,5,"[1,2,1,1]","[2,1,1,2,2]","[[4],[0,3,4],[2,3,4],[2]]",FEASIBLE,FEASIBLE,null,0.072316000,0.048625000,False
500707,2,6,"[1,2]","[1,2,3,2,2,3]","[[1,3],[4,5]]",FEASIBLE,FEASIBLE,null,0.017438000,0.025862000,False
500708,4,5,"[2,2,3,1]","[2,1,3,3,3]","[[1,2,4],[2,4],[0,1,2,3,4],[0,2,4]]",FEASIBLE,FEASIBLE,null,0.073087000,0.051168000,False
500709,7,2,"[1,1,1,2,2,1,1]","[3,3]","[[1],[0],[0,1],[0,1],[0,1],[1],[0,1]]",UNSAT,UNSAT,"[0,3,4,5]",0.203261000,0.066137000,False
500710,2,4,"[2,2]","[1,1,2,2]","[[0,1,2,3],[1,2,3]]",FEASIBLE,FEASIBLE,null,0.013807000,0.031255000,False
500711,3,3,"[2,1,1]","[3,2,1]","[[1,2],[1],[0]]",FEASIBLE,FEASIBLE,null,0.023474000,0.026787000,False
500712,7,3,"[1,1,3,3,1,3,1]","[3,2,3]","[[0,2],[0,1],[0,1,2],[0,1,2],[2],[0,1,2],[2]]",UNSAT,UNSAT,"[2,3,5]",0.178929000,0.075995000,False
500713,7,1,"[1,1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.096678000,0.165296000,False
500714,4,2,"[1,1,1,1]","[3,1]","[[1],[0,1],[1],[0]]",UNSAT,UNSAT,"[0,2]",0.015386000,0.036886000,False
500715,4,3,"[1,3,1,2]","[2,1,2]","[[0],[0,1,2],[0,2],[1,2]]",UNSAT,UNSAT,"[1,3]",0.028191000,0.050504000,False
500716,2,7,"[2,1]","[2,3,2,1,1,3,3]","[[2,3],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.020173000,0.027880000,False
500717,3,6,"[3,2,1]","[1,1,3,3,1,1]","[[0,1,5],[0,1,2,3,4,5],[2,3]]",FEASIBLE,FEASIBLE,null,0.039791000,0.041610000,False
500718,5,4,"[1,3,1,1,1]","[2,1,1,3]","[[1],[0,1,2,3],[1,2,3],[3],[1,2]]",UNSAT,UNSAT,"[0,1,4]",0.068451000,0.057868000,False
500719,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.007012000,0.017151000,False
500720,6,6,"[1,1,1,1,2,3]","[3,1,2,1,2,2]","[[0,1,2,3,4,5],[1,5],[3],[0,1,5],[0,1,2],[0,1,2,4]]",FEASIBLE,FEASIBLE,null,0.386786000,0.077285000,False
500721,3,3,"[1,1,2]","[1,2,3]","[[0,1,2],[2],[0,1]]",FEASIBLE,FEASIBLE,null,0.024118000,0.036894000,False
500722,5,2,"[1,2,1,2,2]","[3,3]","[[0,1],[0,1],[1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,3,4]",0.066439000,0.058942000,False
500723,7,7,"[1,3,1,1,2,3,2]","[3,1,2,3,1,3,2]","[[0,1,2,3,4],[0,1,2,3,4,5,6],[0,5],[0],[0,1,2,3,4,5,6],[0,1,2,3,4,5,6],[0,4]]",FEASIBLE,FEASIBLE,null,0.873573000,0.117360000,False
500724,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.003591000,0.012841000,False
500725,4,2,"[1,1,2,1]","[3,2]","[[1],[0],[0,1],[1]]",UNSAT,UNSAT,"[0,2,3]",0.031579000,0.040003000,False
500726,3,4,"[1,1,3]","[1,3,3,3]","[[1],[0],[0,1,3]]",UNSAT,UNSAT,"[1,2]",0.036288000,0.042503000,False
500727,1,3,[1],"[2,1,3]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.005208000,0.018442000,False
500728,6,7,"[3,2,2,3,1,2]","[2,2,2,2,3,3,2]","[[2,4,6],[2,3,5],[0,1,3,6],[0,2,3],[0,3,4],[3,5,6]]",FEASIBLE,FEASIBLE,null,0.419269000,0.195797000,False
500729,5,5,"[3,1,2,2,1]","[1,2,3,3,3]","[[0,1,2,3],[1,2,4],[1,4],[2,4],[2,3]]",FEASIBLE,FEASIBLE,null,0.148480000,0.061352000,False
500730,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.032473000,0.043223000,False
500731,2,7,"[1,2]","[2,3,1,2,3,1,3]","[[0,2,3,4,5,6],[0,1,2,5]]",FEASIBLE,FEASIBLE,null,0.019487000,0.029054000,False
500732,3,4,"[1,1,2]","[2,3,2,2]","[[2],[1,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.027609000,0.027937000,False
500733,2,7,"[1,2]","[2,1,2,3,1,1,1]","[[0,1,3,6],[1,4,5,6]]",FEASIBLE,FEASIBLE,null,0.019277000,0.027669000,False
500734,3,5,"[3,1,1]","[2,3,2,2,1]","[[0,1,2],[1],[1]]",FEASIBLE,FEASIBLE,null,0.032383000,0.030542000,False
500735,3,4,"[1,2,2]","[1,1,1,1]","[[2],[0,1,2,3],[0,2,3]]",UNSAT,UNSAT,"[0,1,2]",0.029149000,0.045873000,False
500736,6,7,"[3,2,1,1,3,2]","[3,3,1,2,1,2,3]","[[1,2,3,4,5,6],[0,1,3,4,5,6],[2],[0,1,2,3,4,5,6],[1,2,3,4,5],[1,5]]",FEASIBLE,FEASIBLE,null,0.429059000,0.090350000,False
500737,1,3,[3],"[1,3,2]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004964000,0.020281000,False
500738,3,5,"[3,2,3]","[3,2,1,2,3]","[[0,1,3,4],[0,1,2,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.034212000,0.045572000,False
500739,3,3,"[2,2,1]","[1,1,3]","[[0,1,2],[0,1,2],[0]]",UNSAT,UNSAT,"[0,1,2]",0.022818000,0.053189000,False
500740,4,3,"[3,1,3,1]","[2,3,3]","[[0,1,2],[1],[0,1,2],[2]]",FEASIBLE,FEASIBLE,null,0.047230000,0.155402000,False
500741,4,4,"[1,1,3,2]","[3,3,1,1]","[[1,3],[0],[0,2,3],[0,2]]",UNSAT,UNSAT,"[2,3]",0.037244000,0.047030000,False
500742,2,5,"[3,1]","[2,3,3,1,3]","[[0,1,2,3,4],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.015233000,0.028132000,False
500743,5,2,"[1,2,1,2,1]","[1,1]","[[0],[0,1],[1],[0,1],[0]]",UNSAT,UNSAT,"[0,1]",0.014623000,0.045065000,False
500744,6,4,"[1,1,2,1,1,1]","[2,3,1,2]","[[0],[0,1,2],[0,3],[0,1],[3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.249930000,0.062669000,False
500745,5,6,"[1,1,1,2,1]","[3,3,1,1,1,3]","[[3,4,5],[2,3],[0,2,5],[1,5],[3]]",FEASIBLE,FEASIBLE,null,0.169518000,0.051084000,False
500746,4,4,"[3,1,2,1]","[2,3,2,1]","[[0,1,2,3],[0,1,2,3],[1,2,3],[1,3]]",FEASIBLE,FEASIBLE,null,0.073421000,0.041282000,False
500747,5,4,"[2,1,1,2,2]","[2,2,3,2]","[[0,1,2],[0,1,2],[1,3],[0,2],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.119546000,0.060493000,False
500748,5,6,"[2,1,1,1,2]","[2,1,1,1,2,2]","[[0,2,4],[0,1,3,4,5],[1,2],[2],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.169907000,0.065368000,False
500749,5,7,"[2,3,1,1,1]","[3,3,1,3,3,1,1]","[[0,4],[0,2,4,5,6],[4,6],[2,3],[0,2,3]]",FEASIBLE,FEASIBLE,null,0.192923000,0.101937000,False
500750,6,6,"[3,3,2,1,1,3]","[2,3,3,3,2,1]","[[0,1,2,4],[0,1,2,3,4,5],[0,1,2,4],[0,1,2,3,4,5],[2],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.392073000,0.098521000,False
500751,6,6,"[1,2,1,3,2,1]","[2,3,2,2,2,3]","[[1,2,5],[2,4],[1,2,3,4,5],[1,3,4,5],[0,1,2,3,4,5],[1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.357206000,0.178381000,False
500752,5,4,"[1,1,3,1,1]","[1,3,1,3]","[[0,1,3],[0,1,2,3],[0,1,3],[0,1,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.119658000,0.067474000,False
500753,6,5,"[1,2,1,3,1,3]","[2,3,1,1,2]","[[0,4],[0,4],[3],[0,1,3],[0,1,3],[0,1,2,3,4]]",UNSAT,UNSAT,"[2,3]",0.067856000,0.100788000,False
500754,1,6,[1],"[2,3,3,1,3,3]",[[5]],FEASIBLE,FEASIBLE,null,0.006757000,0.015576000,False
500755,1,6,[1],"[1,2,3,1,3,3]","[[2,4]]",FEASIBLE,FEASIBLE,null,0.006401000,0.015279000,False
500756,1,6,[3],"[1,1,2,1,1,1]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.006318000,0.023443000,False
500757,1,6,[3],"[1,2,3,1,3,3]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.006270000,0.023555000,False
500758,7,6,"[2,1,3,2,1,2,1]","[1,2,2,2,1,3]","[[0,1,2,3],[1,3,4],[1,4,5],[2,5],[4],[0,2,5],[0,1,2,3,4,5]]",UNSAT,UNSAT,"[2,4]",0.096769000,0.100518000,False
500759,1,3,[2],"[3,1,2]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004587000,0.017154000,False
500760,7,2,"[1,1,1,2,1,1,1]","[2,1]","[[0],[0],[0,1],[0,1],[1],[1],[1]]",UNSAT,UNSAT,"[3,4]",0.048107000,0.051628000,False
500761,3,3,"[1,1,2]","[3,2,3]","[[0,1,2],[2],[1,2]]",FEASIBLE,FEASIBLE,null,0.022238000,0.026253000,False
500762,5,2,"[1,1,1,1,2]","[3,2]","[[0],[1],[0],[0],[0,1]]",UNSAT,UNSAT,"[0,2,3,4]",0.065023000,0.042679000,False
500763,1,7,[3],"[2,1,3,3,1,1,2]","[[3,4,6]]",FEASIBLE,FEASIBLE,null,0.007249000,0.021613000,False
500764,6,6,"[3,1,1,1,3,1]","[2,3,2,1,3,2]","[[0,1,2,3,4,5],[1,3,5],[1,4,5],[1,3,4,5],[0,1,3,5],[1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.363232000,0.173885000,False
500765,4,5,"[2,1,1,3]","[3,2,1,2,3]","[[0,2,3,4],[1],[0,1,2,3,4],[2,3,4]]",FEASIBLE,FEASIBLE,null,0.068697000,0.052966000,False
500766,7,6,"[1,1,1,2,1,1,3]","[1,2,1,2,2,3]","[[0],[1,2,3],[0,2,5],[0,1,2,3,5],[0,1],[0,2],[0,1,4]]",UNSAT,UNSAT,"[0,6]",0.075927000,0.098125000,False
500767,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.024145000,0.038048000,False
500768,6,5,"[2,2,1,1,1,2]","[1,3,1,1,2]","[[0,4],[0,2,4],[1,2],[4],[1],[2,3]]",UNSAT,UNSAT,"[0,1,3]",0.097754000,0.058826000,False
500769,4,5,"[1,2,2,2]","[1,3,1,2,1]","[[0],[0,2,3,4],[0,1,2,3],[0,1,4]]",FEASIBLE,FEASIBLE,null,0.067205000,0.043349000,False
500770,4,6,"[1,2,1,1]","[3,2,3,3,3,2]","[[0,1,2,3,4,5],[0,2],[0,2,3,4],[2,3]]",FEASIBLE,FEASIBLE,null,0.076922000,0.036865000,False
500771,5,4,"[1,2,1,2,2]","[3,2,3,2]","[[1],[0,1],[0,1,2,3],[0,1,2],[0,1,3]]",FEASIBLE,FEASIBLE,null,0.115916000,0.056987000,False
500772,1,6,[1],"[3,1,2,2,3,2]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.006301000,0.021338000,False
500773,2,2,"[2,1]","[1,3]","[[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.008463000,0.021227000,False
500774,5,5,"[1,3,1,1,1]","[3,3,3,1,3]","[[0,3],[0,1,2,3],[0,3],[3,4],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.139811000,0.042887000,False
500775,6,5,"[1,1,1,1,3,3]","[2,2,1,2,2]","[[1,2,3,4],[1],[1,3,4],[3],[0,1,2,3,4],[0,1,2,3,4]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.291951000,0.075932000,False
500776,1,3,[2],"[1,3,1]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004787000,0.017330000,False
500777,5,4,"[2,2,1,1,2]","[3,2,1,3]","[[0,2],[0,2],[0,1,2,3],[0],[0,3]]",UNSAT,UNSAT,"[0,1]",0.022092000,0.070819000,False
500778,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.031569000,0.041589000,False
500779,4,5,"[1,2,1,2]","[1,2,3,3,3]","[[1,2],[0,1,4],[0,2,4],[0,2,4]]",FEASIBLE,FEASIBLE,null,0.067304000,0.038533000,False
500780,5,3,"[2,1,2,2,3]","[1,3,3]","[[0,2],[0,1],[0,1],[0,2],[0,1,2]]",UNSAT,UNSAT,"[0,2]",0.020818000,0.055602000,False
500781,7,3,"[3,1,1,1,1,1,1]","[1,3,2]","[[0,1,2],[1,2],[0,1,2],[1],[0,1],[2],[1]]",UNSAT,UNSAT,"[0,3,4,6]",0.241324000,0.062646000,False
500782,5,6,"[2,1,1,3,2]","[1,3,1,2,2,1]","[[2,3,5],[0,1,2,3,4,5],[3,5],[3,4,5],[1,2,3]]",UNSAT,UNSAT,"[0,2,3]",0.096602000,0.065302000,False
500783,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.023772000,0.037709000,False
500784,1,3,[2],"[2,1,2]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004745000,0.016936000,False
500785,7,7,"[3,2,1,2,1,1,2]","[2,2,1,2,3,2,3]","[[2,3,4,5,6],[0,1,2,3,4,5,6],[2,5],[0,1,2,5],[3],[0,1,2,3,4,5,6],[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.888034000,0.079561000,False
500786,6,4,"[1,2,3,3,1,2]","[3,2,3,2]","[[0],[0,1,2,3],[0,1,2,3],[0,1,2,3],[0,1,2,3],[0,1,3]]",UNSAT,UNSAT,"[0,1,2,3,5]",0.217780000,0.083063000,False
500787,3,6,"[2,2,3]","[3,3,1,2,2,1]","[[1,3],[0,1,2,3,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.036775000,0.041467000,False
500788,1,6,[1],"[1,1,1,1,3,3]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.006527000,0.122357000,False
500789,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007844000,0.027932000,False
500790,2,1,"[1,1]",[1],"[[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006503000,0.023263000,False
500791,6,4,"[1,3,2,2,2,2]","[3,2,3,1]","[[0,1,3],[0,2,3],[0,1,2],[0,1,2,3],[2,3],[0,3]]",UNSAT,UNSAT,"[1,4]",0.048863000,0.072303000,False
500792,2,3,"[3,1]","[1,3,3]","[[0,1,2],[1]]",FEASIBLE,FEASIBLE,null,0.010801000,0.023746000,False
